圖幅編號,人孔編號,X坐標,Y坐標,主集水區名稱,行政區,行政里,道路名稱,人孔蓋型式,人孔種類,箱涵屬性,使用狀態,資料狀態,人孔深度,人孔尺寸長度,人孔尺寸寬度,人孔頂標高,人孔頂路面寬,地盤標高
4349,'4349-051',305129.178,2773060.5,中山抽水站排水系統,松山區,民福里,民族東路670號,圓形,正常人孔,無,使用,實測,3.2,1.85,1.35,3.608,,3.608
4349,'4349-05',305117.916,2773079.443,中山抽水站排水系統,松山區,民福里,民族東路666號,圓形,正常人孔,無,使用,實測,4.99,2.7,2.29,3.692,,3.692
4349,'4349-06',305066.942,2773126.275,中山抽水站排水系統,松山區,民福里,民族東路648號,圓形,正常人孔,無,使用,實測,4.7,2.7,2,3.665,,3.665
4349,'4349-061',305039.113,2773151.849,中山抽水站排水系統,松山區,民福里,民族東路642號,圓形,覆蓋人孔,無,使用,實測,4.6,2.95,1.65,3.504,,3.704
4349,'4349-07',304996.264,2773181.461,中山抽水站排水系統,松山區,民福里,民族東路627號,圓形,覆蓋人孔,無,使用,實測,4.38,2.95,1.43,3.476,,3.676
4349,'4349-F9',304915.142,2773249.247,中山抽水站排水系統,松山區,民福里,復興北路,圓形,虛人孔,無,停用,原圖轉繪,4.38,2.95,1.43,3.676,,3.676
4349,'4349-33',304900.203,2773250.599,中山抽水站排水系統,中山區,下埤里,民權東路與復興北路交接口,圓形,正常人孔,無,使用,實測,4.11,2.88,1.23,3.102,,3.102
4349,'4349-34',304850.95,2773296.031,中山抽水站排水系統,中山區,下埤里,民族東路550號,圓形,覆蓋人孔,無,使用,實測,4.52,3.05,1.47,3.118,,3.318
4349,'4349-341',304846.26,2773300.059,中山抽水站排水系統,中山區,大佳里,民族東路550號,圓形,覆蓋人孔,無,使用,實測,4.46,3.04,1.42,3.097,,3.297
4349,'4349-F11',304908.867,2773249.804,中山抽水站排水系統,中山區,下埤里,民族東路,圓形,虛人孔,無,停用,原圖轉繪,4.46,3.04,1.42,3.297,,3.297
4349,'4349-F10',304915.142,2773234.208,中山抽水站排水系統,松山區,民福里,復興北路,圓形,虛人孔,無,停用,原圖轉繪,4.46,3.04,1.42,3.297,,3.297
4347,'4347-511',304902.877,2772245.22,中山抽水站排水系統,中山區,龍洲里,復興北路210號,圓形,覆蓋人孔,無,使用,實測,3.26,2.22,1.04,4.556,,4.756
4347,'4347-51',304901.828,2772164.977,中山抽水站排水系統,中山區,龍洲里,復興北路225號,圓形,覆蓋人孔,無,停用,原圖轉繪,3.26,2.22,1.04,4.546,,4.746
4347,'4347-52',304903.026,2772268.235,中山抽水站排水系統,中山區,龍洲里,復興北路與民生東路3段交接口,圓形,覆蓋人孔,無,使用,實測,3.09,2.17,0.92,4.569,,4.769
4347,'4347-55',304906.175,2772286.026,中山抽水站排水系統,松山區,民有里,民生東路3段100號,圓形,覆蓋人孔,無,使用,實測,3.19,2.34,0.85,4.59,,4.79
4348,'4348-18',304904.397,2772361.429,中山抽水站排水系統,中山區,江山里,復興北路276號,圓形,覆蓋人孔,無,使用,實測,3.13,2.26,0.87,4.57,,4.77
4348,'4348-24',304905.193,2772421.806,中山抽水站排水系統,中山區,江山里,復興北路313巷巷口,圓形,覆蓋人孔,無,使用,實測,3.42,2.34,1.08,4.513,,4.713
4348,'4348-25',304905.672,2772469.674,中山抽水站排水系統,中山區,江山里,復興北路323號,圓形,覆蓋人孔,無,使用,實測,3.75,2.5,1.25,4.418,,4.618
4348,'4348-26',304906.182,2772490.266,中山抽水站排水系統,中山區,江山里,復興北路331號,圓形,覆蓋人孔,無,使用,實測,3.51,2.25,1.26,4.33,,4.53
4348,'4348-28',304907.503,2772543.781,中山抽水站排水系統,中山區,江山里,復興北路331號,圓形,覆蓋人孔,無,使用,實測,3.31,2.36,0.95,4.242,,4.442
4348,'4348-38',304906.814,2772592.205,中山抽水站排水系統,中山區,江寧里,復興北路363號,圓形,覆蓋人孔,無,使用,實測,3.79,2.94,0.85,4.393,,4.593
4348,'4348-39',304908.629,2772679.674,中山抽水站排水系統,中山區,江寧里,復興北路365號,圓形,覆蓋人孔,無,使用,實測,3.78,2.37,1.41,3.97,,4.17
4348,'4348-F8',304909.494,2772729.721,中山抽水站排水系統,中山區,江寧里,復興北路,圓形,虛人孔,無,停用,原圖轉繪,3.78,2.37,1.41,4.17,,4.17
4348,'4348-40',304909.66,2772739.341,中山抽水站排水系統,中山區,江寧里,復興北路367號,圓形,正常人孔,無,使用,實測,3.85,2.42,1.43,4.053,,4.053
4348,'4348-401',304911.15,2772811.751,中山抽水站排水系統,松山區,民福里,復興北路369號,圓形,覆蓋人孔,無,使用,實測,3.23,2.38,0.85,3.796,,3.996
4348,'4348-41',304912.434,2772825.482,中山抽水站排水系統,松山區,民福里,復興北路369號,圓形,正常人孔,無,使用,實測,3.64,2.25,1.39,3.945,,3.945
4348,'4348-42',304910.927,2772841.814,中山抽水站排水系統,中山區,下埤里,復興北路369號,圓形,覆蓋人孔,無,使用,實測,3.71,2.52,1.19,3.688,,3.888
4348,'4348-421',304903.718,2772868.631,中山抽水站排水系統,中山區,下埤里,復興北路428號,圓形,覆蓋人孔,無,使用,實測,3.77,2.52,1.25,3.635,,3.835
4349,'4349-08',304909.15,2772903.334,中山抽水站排水系統,中山區,下埤里,復興北路421號,圓形,覆蓋人孔,無,使用,實測,3.77,2.52,1.25,3.626,,3.826
4349,'4349-F1',304907.798,2772905.963,中山抽水站排水系統,中山區,下埤里,復興北路,圓形,虛人孔,無,停用,原圖轉繪,3.77,2.52,1.25,3.826,,3.826
4349,'4349-081',304903.397,2772914.603,中山抽水站排水系統,中山區,下埤里,復興北路432號,圓形,正常人孔,無,使用,實測,3.9,2.51,2.51,3.7,,3.7
4349,'4349-082',304904.158,2772964.672,中山抽水站排水系統,中山區,下埤里,復興北路446號,圓形,正常人孔,無,使用,實測,3.883,2.51,2.51,3.48,,3.48
4349,'4349-14',304907.942,2773009.704,中山抽水站排水系統,中山區,下埤里,復興北路458號,圓形,覆蓋人孔,無,使用,實測,4.16,2.93,1.23,3.211,,3.411
4349,'4349-F12',304907.835,2773012.7,中山抽水站排水系統,中山區,下埤里,復興北路,圓形,虛人孔,無,停用,原圖轉繪,4.16,2.93,1.23,3.411,,3.411
4349,'4349-142',304904.995,2773039.96,中山抽水站排水系統,中山區,下埤里,復興北路470號,圓形,正常人孔,無,使用,實測,3.93,2.51,2.51,3.41,,3.41
4349,'4349-F13',304905.851,2773068.287,中山抽水站排水系統,中山區,下埤里,復興北路,圓形,虛人孔,無,停用,原圖轉繪,3.93,2.51,2.51,3.41,,3.41
4349,'4349-24',304905.678,2773072.118,中山抽水站排水系統,中山區,下埤里,復興北路476號,圓形,正常人孔,無,使用,實測,4.06,2.5,2.5,3.39,,3.39
4349,'4349-28',304906.469,2773103.255,中山抽水站排水系統,中山區,下埤里,復興北路486號,圓形,正常人孔,無,使用,實測,3.95,2.52,2.52,3.24,,3.24
4349,'4349-281',304906.446,2773126.76,中山抽水站排水系統,中山區,下埤里,復興北路492號,圓形,正常人孔,無,使用,實測,4.02,2.51,2.51,3.2,,3.2
4349,'4349-F14',304906.425,2773127.157,中山抽水站排水系統,中山區,下埤里,復興北路,圓形,虛人孔,無,停用,原圖轉繪,4.02,2.51,2.51,3.2,,3.2
4349,'4349-321',304906.81,2773159.329,中山抽水站排水系統,中山區,下埤里,復興北路504號,圓形,正常人孔,無,使用,實測,4.2,2.5,2.5,3.29,,3.29
4349,'4349-32',304907.361,2773191.246,中山抽水站排水系統,中山區,下埤里,復興北路514巷巷口,圓形,正常人孔,無,使用,實測,4.44,2.5,2.5,3.42,,3.42
4249,'4249-23',304575.014,2773190.902,中山抽水站排水系統,中山區,行仁里,龍江路356巷與復興北路514巷交接口,圓形,正常人孔,無,使用,實測,3,2.15,0.85,3.376,,3.376
4249,'4249-24',304575.699,2773208.189,中山抽水站排水系統,中山區,下埤里,龍江路358號,圓形,正常人孔,無,使用,實測,2.92,2.6,0.32,3.37,,3.37
4249,'4249-25',304574.382,2773246.311,中山抽水站排水系統,中山區,行仁里,龍江路372號,圓形,正常人孔,無,使用,實測,3.03,1.7,1.33,3.393,,3.393
4348,'4348-50',305550.361,2772707.505,中山抽水站排水系統,松山區,民福里,民權東路與敦化北路口,圓形,覆蓋人孔,無,使用,實測,4.57,3.27,1.3,3.618,,3.818
4348,'4348-15',305497.892,2772757.764,中山抽水站排水系統,松山區,民福里,民權東路3段211號-東區管理站內（入口移動門右側）,圓形,正常人孔,無,使用,原圖轉繪,5.4,5.18,0.22,3.731,,3.731
4348,'4348-16',305421.753,2772820.061,中山抽水站排水系統,松山區,民福里,民族東路745號,圓形,覆蓋人孔,無,使用,實測,4.44,2.72,1.72,3.374,,3.574
4348,'4348-161',305381.626,2772850.962,中山抽水站排水系統,松山區,民福里,民族東路725號,圓形,覆蓋人孔,無,使用,實測,4.49,2.71,1.78,3.412,,3.612
4348,'4348-F10',305381.807,2772851.711,中山抽水站排水系統,松山區,民福里,民族東路,圓形,虛人孔,無,停用,原圖轉繪,4.49,2.71,1.78,3.612,,3.612
4348,'4348-17',305374.635,2772857.393,中山抽水站排水系統,松山區,民福里,民族東路742號,圓形,正常人孔,無,使用,實測,4.59,2.74,1.85,3.61,,3.61
4349,'4349-01',305308.295,2772913.408,中山抽水站排水系統,松山區,民福里,民族東路724號,圓形,覆蓋人孔,無,使用,實測,4.8,2.8,2,3.305,,3.505
4348,'4348-52',305377.162,2772845.848,中山抽水站排水系統,松山區,民福里,民權東路3段191巷7衖9號,圓形,覆蓋人孔,無,使用,實測,2.63,1.8,0.83,3.399,,3.599
4348,'4348-F6',305536.939,2772751.213,中山抽水站排水系統,松山區,民福里,敦化北路,圓形,虛人孔,無,停用,原圖轉繪,2.63,1.8,0.83,3.599,,3.599
4348,'4348-R3',305532.829,2772764.596,中山抽水站排水系統,松山區,民福里,敦化北路,圓形,閘閥門,無,停用,原圖轉繪,2.63,1.8,0.83,3.599,,3.599
4348,'4348-F9',305543.397,2772730.182,中山抽水站排水系統,松山區,民福里,敦化北路,圓形,虛人孔,無,停用,原圖轉繪,2.63,1.8,0.83,3.599,,3.599
4349,'4349-F15',305257.738,2772957.616,中山抽水站排水系統,松山區,民福里,民族東路,圓形,虛人孔,無,停用,原圖轉繪,2.63,1.8,0.83,3.599,,3.599
4349,'4349-47',305253.095,2772952.306,中山抽水站排水系統,松山區,民福里,民族東路677號,圓形,覆蓋人孔,無,使用,實測,3.24,1.83,1.41,3.439,,3.639
4246,'4246-01',304762.637,2771331.578,中山抽水站排水系統,中山區,力行里,遼寧街63巷11號,圓形,正常人孔,無,使用,實測,1.77,1.37,0.4,4.349,,4.349
4346,'4346-35',304827.315,2771330.093,中山抽水站排水系統,中山區,力行里,長安東路2段201巷10號,圓形,正常人孔,無,使用,實測,1.92,1.4,0.52,4.394,,4.394
4246,'4246-11',304703.782,2771332.668,中山抽水站排水系統,中山區,力行里,遼寧街69號,圓形,正常人孔,無,使用,實測,2.1,1.25,0.85,4.546,,4.546
4346,'4346-11',304878.746,2771168.593,中山抽水站排水系統,中山區,朱崙里,復興北路2號,圓形,正常人孔,無,使用,實測,2.95,2.01,0.94,4.377,,4.377
4346,'4346-12',304880.055,2771182.107,中山抽水站排水系統,中山區,朱崙里,復興北路2號,圓形,正常人孔,無,使用,實測,2.77,2,0.77,4.285,,4.285
4346,'4346-13',304887.259,2771225.539,中山抽水站排水系統,松山區,中正里,復興北路3號,圓形,正常人孔,無,使用,實測,2.68,1.84,0.84,4.312,,4.312
4346,'4346-F2',304887.378,2771229.002,中山抽水站排水系統,松山區,中正里,復興北路,圓形,虛人孔,無,停用,原圖轉繪,2.68,1.84,0.84,4.312,,4.312
4346,'4346-32',304887.498,2771232.465,中山抽水站排水系統,松山區,中正里,長安東路與復興南路口,圓形,正常人孔,無,使用,實測,2.93,2.34,0.59,4.389,,4.389
4346,'4346-33',304887.63,2771282.578,中山抽水站排水系統,中山區,力行里,復興北路15之4,圓形,覆蓋人孔,無,使用,實測,2.58,2,0.58,4.334,,4.534
4346,'4346-34',304888.755,2771317.507,中山抽水站排水系統,松山區,中正里,復興北路15號,圓形,覆蓋人孔,無,使用,實測,2.62,2,0.62,4.166,,4.366
4346,'4346-F12',304888.986,2771328.163,中山抽水站排水系統,松山區,中正里,復興北路,圓形,虛人孔,無,停用,原圖轉繪,2.62,2,0.62,4.366,,4.366
4346,'4346-36',304853.275,2771329.032,中山抽水站排水系統,中山區,力行里,遼寧街63巷巷口,圓形,覆蓋人孔,無,使用,實測,1.68,1.4,0.28,4.01,,4.21
4346,'4346-37',304868.219,2771328.615,中山抽水站排水系統,中山區,力行里,復興北路38號,圓形,覆蓋人孔,無,使用,實測,2.34,1.8,0.54,3.987,,4.187
4346,'4346-38',304889.908,2771370.546,中山抽水站排水系統,松山區,中正里,復興北路48號,圓形,覆蓋人孔,無,使用,實測,2.95,2.2,0.75,4.128,,4.328
4346,'4346-39',304890.913,2771413.696,中山抽水站排水系統,松山區,中正里,復興北路50號,圓形,正常人孔,無,使用,實測,3.34,2.3,1.04,4.433,,4.433
4346,'4346-F13',304891.019,2771416.6,中山抽水站排水系統,松山區,中正里,復興北路,圓形,虛人孔,無,停用,原圖轉繪,3.34,2.3,1.04,4.433,,4.433
4346,'4346-40',304870.72,2771417.322,中山抽水站排水系統,中山區,力行里,復興北路58號,圓形,正常人孔,無,使用,實測,2.35,1.7,0.65,4.202,,4.202
4346,'4346-41',304828.448,2771418.347,中山抽水站排水系統,中山區,力行里,朱崙街89號,圓形,正常人孔,無,使用,實測,2.51,1.96,0.55,4.459,,4.459
4346,'4346-68',304874.672,2771227.678,中山抽水站排水系統,中山區,朱崙里,復興北路8號,圓形,覆蓋人孔,無,使用,實測,2.02,1.65,0.37,4.166,,4.366
4346,'4346-F11',304878.309,2771146.053,中山抽水站排水系統,中山區,埤頭里,復興南路1段,圓形,虛人孔,無,停用,原圖轉繪,2.02,1.65,0.37,4.366,,4.366
4347,'4347-13',305565.049,2772132.476,中山抽水站排水系統,松山區,中華里,敦化北路199巷8號,圓形,覆蓋人孔,無,使用,實測,3.16,2.76,0.4,3.367,,3.567
4347,'4347-14',305523.343,2772099.106,中山抽水站排水系統,松山區,中華里,敦化北路199巷10號,圓形,正常人孔,無,使用,實測,3.2,2.7,0.5,3.684,,3.684
4347,'4347-15',305430.614,2772072.361,中山抽水站排水系統,松山區,精忠里,敦化北路199巷口,圓形,正常人孔,無,使用,實測,3.15,2.7,0.45,3.831,,3.831
4347,'4347-16',305419.088,2772067.441,中山抽水站排水系統,松山區,精忠里,敦化北路199巷口,圓形,正常人孔,無,使用,實測,3.88,3.37,0.51,3.791,,3.791
4347,'4347-22',304968.665,2771930.456,中山抽水站排水系統,松山區,松基里,長春路426號,圓形,覆蓋人孔,無,使用,實測,3.5,1.9,1.6,4.135,,4.335
4347,'4347-23',305028.768,2771929.948,中山抽水站排水系統,松山區,松基里,長春路452號,圓形,正常人孔,無,使用,實測,2.96,2.02,0.94,4.231,,4.231
4347,'4347-31',305107.224,2771926.833,中山抽水站排水系統,松山區,松基里,長春路470號,圓形,覆蓋人孔,無,使用,實測,3.2,2,1.2,3.967,,4.167
4347,'4347-24',305280.752,2772160.699,中山抽水站排水系統,松山區,松基里,慶城街61號,圓形,覆蓋人孔,無,使用,實測,1.96,1.5,0.46,4.432,,4.632
4347,'4347-25',305252.84,2772128.034,中山抽水站排水系統,松山區,松基里,慶城街75號,圓形,正常人孔,無,使用,實測,2.63,1.9,0.73,5.119,,5.119
4347,'4347-26',305222.424,2772085.633,中山抽水站排水系統,松山區,松基里,慶城街61號,圓形,正常人孔,無,使用,實測,2.7,2.03,0.67,4.987,,4.987
4347,'4347-28',305203.885,2772059.275,中山抽水站排水系統,松山區,松基里,興安街與慶城街交接口,圓形,正常人孔,無,使用,實測,2.36,2.12,0.24,4.428,,4.428
4347,'4347-27',305195.408,2772064.202,中山抽水站排水系統,松山區,松基里,興安街與慶城街交接口,圓形,正常人孔,無,使用,實測,2.2,1.82,0.38,4.326,,4.326
4347,'4347-29',305175.905,2772022.013,中山抽水站排水系統,松山區,松基里,慶城街52號,圓形,正常人孔,無,使用,實測,2.74,2.07,0.67,4.658,,4.658
4347,'4347-30',305149.159,2771985.209,中山抽水站排水系統,松山區,松基里,慶城街42號,圓形,正常人孔,無,使用,實測,2.81,2.1,0.71,4.654,,4.654
4347,'4347-301',305123.892,2771948.681,中山抽水站排水系統,松山區,松基里,慶城街與長春路交接口,圓形,正常人孔,無,使用,實測,2.78,2.07,0.71,4.572,,4.572
4347,'4347-32',305195.225,2771924.54,中山抽水站排水系統,松山區,松基里,長春路490號,圓形,覆蓋人孔,無,使用,實測,3.04,2.14,0.9,3.789,,3.989
4347,'4347-33',305287.75,2771922.079,中山抽水站排水系統,松山區,松基里,敦化北路122之1號,圓形,覆蓋人孔,無,使用,實測,2.93,2.03,0.9,3.686,,3.886
4347,'4347-87',305115.341,2771953.728,中山抽水站排水系統,松山區,松基里,慶城街與長春路交接口,圓形,正常人孔,無,使用,實測,2.44,2.02,0.42,4.195,,4.195
4447,'4447-54',305710.138,2772033.99,中山抽水站排水系統,松山區,中華里,敦化北路155巷66衖60號,圓形,正常人孔,無,使用,實測,3.18,2.79,0.39,4.182,,4.182
4447,'4447-55',305690.111,2772032.15,中山抽水站排水系統,松山區,中華里,敦化北路155巷66衖60號,圓形,正常人孔,無,使用,實測,3.13,2.92,0.21,4.239,,4.239
4447,'4447-56',305689.107,2772033.665,中山抽水站排水系統,松山區,中華里,松山區民生國小內,圓形,覆蓋人孔,無,使用,實測,3.66,3.34,0.32,4.035,,4.235
4447,'4447-57',305689.596,2772033.999,中山抽水站排水系統,松山區,中華里,松山區民生國小內,圓形,覆蓋人孔,無,使用,實測,3.42,3.1,0.32,4.029,,4.229
4447,'4447-58',305669.356,2772091.492,中山抽水站排水系統,松山區,中華里,松山區民生國小-教師員工汽車停車格,圓形,正常人孔,無,使用,實測,4.02,3.24,0.78,4.469,,4.469
4447,'4447-59',305660.749,2772112.998,中山抽水站排水系統,松山區,中華里,松山區民生國小教師員工汽車停車格,圓形,覆蓋人孔,無,使用,實測,4.23,3.66,0.57,4.297,,4.497
4447,'4447-60',305626.611,2772146.408,中山抽水站排水系統,松山區,中華里,敦化北路199巷18號-松山區民生國小教師員工機車停車棚,圓形,正常人孔,無,使用,實測,3.53,3.17,0.36,4.246,,4.246
4447,'4447-61',305615.7,2772159.934,中山抽水站排水系統,松山區,精忠里,敦化北路199巷5之1,圓形,覆蓋人孔,無,使用,實測,3.21,2.84,0.37,3.418,,3.618
4447,'4447-F2',305786.907,2772039.831,中山抽水站排水系統,松山區,龍田里,敦化北路,圓形,虛人孔,無,停用,原圖轉繪,3.21,2.84,0.37,3.618,,3.618
4347,'4347-57',304925.657,2772286.048,中山抽水站排水系統,松山區,民有里,民生東路3段100號,圓形,覆蓋人孔,無,使用,實測,2.72,2.34,0.38,4.496,,4.696
4347,'4347-58',304968.117,2772285.358,中山抽水站排水系統,松山區,民有里,民生東路三段110巷口,圓形,覆蓋人孔,無,使用,實測,3.29,2.3,0.99,4.459,,4.659
4347,'4347-59',305110.623,2772283.382,中山抽水站排水系統,松山區,民有里,民生東路3段與民生東路3段130巷交接口,圓形,覆蓋人孔,無,使用,實測,2.84,2.35,0.49,4.268,,4.468
4347,'4347-60',305223.498,2772282.508,中山抽水站排水系統,松山區,民有里,民生東路3段140巷口,圓形,正常人孔,無,使用,實測,3.86,2.44,1.42,4.801,,4.801
4347,'4347-61',305285.833,2772283.481,中山抽水站排水系統,松山區,民有里,民生東路3段158號,圓形,覆蓋人孔,無,使用,實測,2.89,2.32,0.57,4.3,,4.5
4347,'4347-611',305362.257,2772282.373,中山抽水站排水系統,松山區,民有里,敦化北路214號,圓形,覆蓋人孔,無,使用,實測,3.19,2.12,1.07,3.618,,3.818
4348,'4348-22',304972.917,2772421.365,中山抽水站排水系統,松山區,民有里,民權東路3段106巷巷口,圓形,正常人孔,無,使用,實測,2.64,2.1,0.54,4.478,,4.478
4348,'4348-23',304918.522,2772421.508,中山抽水站排水系統,松山區,民有里,復興北路313巷巷口,圓形,覆蓋人孔,無,使用,實測,2.1,1.7,0.4,4.339,,4.539
4346,'4346-66',305520.533,2771689.074,中山抽水站排水系統,松山區,中華里,南京東路4段53巷3弄9號,圓形,覆蓋人孔,無,停用,原圖轉繪,2.1,1.7,0.4,3.724,,3.924
4347,'4347-02',305519.496,2771751.801,中山抽水站排水系統,松山區,中華里,敦化北路145巷23弄7號,圓形,正常人孔,無,使用,實測,1.93,1.43,0.5,4.134,,4.134
4347,'4347-03',305520.759,2771799.517,中山抽水站排水系統,松山區,中華里,敦化北路145巷23弄1號,圓形,覆蓋人孔,無,使用,實測,1.9,1.43,0.47,3.943,,4.143
4347,'4347-04',305520.805,2771848.863,中山抽水站排水系統,松山區,中華里,敦化北路145巷25號,圓形,正常人孔,無,使用,實測,2.07,1.5,0.57,4.02,,4.02
4347,'4347-05',305483.67,2771849.307,中山抽水站排水系統,松山區,中華里,敦化北路145巷3號,圓形,正常人孔,無,使用,實測,2.1,1.55,0.55,3.955,,3.955
4347,'4347-06',305484.283,2771899.44,中山抽水站排水系統,松山區,中華里,敦化北路155巷66弄弄口,圓形,正常人孔,無,使用,實測,2.41,1.7,0.71,3.868,,3.868
4348,'4348-51',305599.802,2772601.298,中山抽水站排水系統,松山區,精忠里,敦化北路(富錦公園)內,圓形,正常人孔,無,使用,實測,3.22,2.72,0.5,3.626,,3.626
4447,'4447-81',305707.499,2771952.977,中山抽水站排水系統,松山區,中華里,敦化北路155巷100弄9號,圓形,正常人孔,無,使用,實測,3.04,2.19,0.85,3.485,,3.485
4447,'4447-82',305681.169,2771953.821,中山抽水站排水系統,松山區,中華里,敦化北路165巷23號,圓形,正常人孔,無,使用,實測,3.25,2.24,1.01,3.674,,3.674
4447,'4447-83',305655.149,2771953.69,中山抽水站排水系統,松山區,中華里,敦化北路165巷21號,圓形,覆蓋人孔,無,使用,實測,3.17,2.02,1.15,3.659,,3.859
4447,'4447-84',305620.585,2771954.392,中山抽水站排水系統,松山區,中華里,敦化北路165巷19號,圓形,覆蓋人孔,無,使用,實測,2.75,2.1,0.65,3.877,,4.077
4447,'4447-85',305620.575,2771935.358,中山抽水站排水系統,松山區,中華里,敦化北路155巷66弄弄口,圓形,覆蓋人孔,無,使用,實測,3.21,2,1.21,3.598,,3.798
4448,'4448-92',305656.83,2772300.411,中山抽水站排水系統,松山區,精忠里,民生東路4段83號對面,方形,正常人孔,無,使用,實測,1.62,1.41,0.21,3.656,,3.656
4448,'4448-93',305656.952,2772310.064,中山抽水站排水系統,松山區,精忠里,民生東路四段83-1號,圓形,覆蓋人孔,無,使用,實測,2.53,1.85,0.68,3.84,,4.04
4249,'4249-34',304565.153,2773012.479,中山抽水站排水系統,中山區,行仁里,龍江路306號,圓形,正常人孔,無,使用,實測,1.97,1.64,0.33,3.089,,3.089
4249,'4249-35',304521.122,2773012.471,中山抽水站排水系統,中山區,行仁里,五常街79號,圓形,正常人孔,無,使用,實測,1.88,1.5,0.38,3.126,,3.126
4249,'4249-36',304479.825,2773011.364,中山抽水站排水系統,中山區,行仁里,五常街63號,圓形,正常人孔,無,使用,實測,2.13,1.65,0.48,3.32,,3.32
4249,'4249-37',304441.647,2773010.691,中山抽水站排水系統,中山區,行仁里,五常街53巷口,圓形,正常人孔,無,使用,實測,2.29,1.5,0.79,3.575,,3.575
4249,'4249-41',304443.013,2773063.258,中山抽水站排水系統,中山區,行仁里,龍江路318巷巷口,圓形,正常人孔,無,使用,實測,2.92,2.3,0.62,3.574,,3.574
4249,'4249-43',304441.266,2773102.686,中山抽水站排水系統,中山區,行仁里,龍江路328巷巷口,圓形,正常人孔,無,使用,實測,2.81,1.8,2.26,3.53,,3.53
4249,'4249-42',304554.834,2773104.732,中山抽水站排水系統,中山區,行仁里,龍江路328巷1號1號,圓形,正常人孔,無,使用,實測,2.56,2.1,0.46,3.534,,3.534
4249,'4249-44',304443.117,2773149.158,中山抽水站排水系統,中山區,行仁里,龍江路342巷巷口,圓形,覆蓋人孔,無,使用,實測,2.84,1.77,1.07,3.35,,3.55
4249,'4249-45',304444.341,2773194.323,中山抽水站排水系統,中山區,行仁里,五常街53巷巷口,圓形,正常人孔,無,使用,實測,3.19,1.73,2.2,3.53,,3.53
4249,'4249-46',304442.67,2773242.651,中山抽水站排水系統,中山區,行仁里,龍江路370巷25號,圓形,正常人孔,無,使用,實測,3.43,1.74,2.2,3.53,,3.53
4249,'4249-47',304445.021,2773285.938,中山抽水站排水系統,中山區,行仁里,龍江路384巷巷口,圓形,正常人孔,無,使用,實測,3.17,1.77,2.14,3.43,,3.43
4249,'4249-48',304445.024,2773329.934,中山抽水站排水系統,中山區,行仁里,五常街53巷30,圓形,覆蓋人孔,無,使用,實測,2.79,1.9,0.89,3.036,,3.236
4249,'4249-49',304445.045,2773339.122,中山抽水站排水系統,中山區,行仁里,龍江路394巷33號,圓形,覆蓋人孔,無,使用,實測,2.97,2.11,0.86,2.898,,3.098
4249,'4249-50',304447.108,2773372.1,中山抽水站排水系統,中山區,行仁里,龍江路412巷28號,圓形,正常人孔,無,使用,實測,3.59,1.77,2.21,3.1,,3.1
4249,'4249-51',304445.463,2773418.568,中山抽水站排水系統,中山區,行仁里,民族東路與五常街53巷交接口,圓形,正常人孔,無,使用,實測,3.53,2.02,2.55,3.14,,3.14
4249,'4249-F4',304445.616,2773428.352,中山抽水站排水系統,中山區,大佳里,民族東路,圓形,虛人孔,無,停用,原圖轉繪,3.53,2.02,2.55,3.14,,3.14
4445,'4445-08',306162.547,2770942.831,中山抽水站排水系統,松山區,復建里,光復南路58巷6號,圓形,正常人孔,無,使用,實測,2.05,1.5,0.55,6.375,,6.375
4445,'4445-081',306155.829,2770991.745,中山抽水站排水系統,松山區,復建里,光復南路32巷16弄4號,圓形,覆蓋人孔,無,使用,實測,2.03,1.57,0.46,6.053,,6.253
4445,'4445-082',306148.286,2771046.919,中山抽水站排水系統,松山區,復建里,光復南路22巷16弄與光復南路32巷交接口,圓形,覆蓋人孔,無,使用,實測,2.35,1.95,0.4,5.982,,6.182
4446,'4446-32',306141.923,2771100.725,中山抽水站排水系統,松山區,復建里,光復南路22巷18號,圓形,正常人孔,無,使用,實測,2.54,2.01,0.53,6.058,,6.058
4445,'4445-11',305928.905,2770914.721,中山抽水站排水系統,松山區,復源里,八德路三段106巷86號,圓形,正常人孔,無,使用,實測,1.63,1.2,0.43,6.472,,6.472
4445,'4445-12',305923.221,2770960.004,中山抽水站排水系統,松山區,復源里,光復南路46巷43號,圓形,覆蓋人孔,無,使用,實測,1.76,1.3,0.46,6.238,,6.438
4445,'4445-13',305958.727,2770964.885,中山抽水站排水系統,松山區,復源里,光復南路46巷43之2號,圓形,正常人孔,無,使用,實測,1.68,1.26,0.42,6.295,,6.295
4445,'4445-14',305995.036,2770969.242,中山抽水站排水系統,松山區,復源里,光復南路46巷37之1,圓形,正常人孔,無,使用,實測,1.73,1.3,0.43,6.133,,6.133
4445,'4445-15',306035.768,2770975.289,中山抽水站排水系統,松山區,復源里,八德路三段158巷53號,圓形,正常人孔,無,使用,實測,1.78,1.16,0.62,6.087,,6.087
4445,'4445-16',306076.889,2770980.622,中山抽水站排水系統,松山區,復建里,光復南路46巷26之1,圓形,覆蓋人孔,無,停用,原圖轉繪,1.78,1.16,0.62,5.785,,5.985
4445,'4445-18',305922.69,2771016.619,中山抽水站排水系統,松山區,復源里,八德路3段106巷60,圓形,正常人孔,無,使用,實測,1.64,1.25,0.39,6.342,,6.342
